"votes.Томенко","votes.Бондаренко","votes.Берёза","votes.Гусовский","votes.Пузанов","votes.Мирный","votes.Поживанов","company","period","sample","method","link","votes.Батькивщина","votes.Слуга народа","votes.Блок Порошенко","votes.Гражданская позиция","votes.Рідна країна","votes.Рух новых сил","votes.Самопомощь","votes.Партия О.Ляшко","votes.Свобода","votes.Оппозиционный блок","votes.Другая партия/Другой кандидат","votes.Не пойду на выборы","votes.Затруднились ответить","votes.Против всех","votes.Тимошенко","votes.Порошенко","votes.Зеленский","votes.Гриценко","votes.Вакарчук","votes.Рабинович","votes.Садовый","votes.Ляшко","votes.Бойко","votes.Королевская","error","votes.За життя","votes.Рух «Справедливость»","votes.Партия Надежды Савченко","votes.Единый Центр","votes.Возрождение","votes.УКРОП","votes.Народный фронт","votes.Сильная Украина","votes.Сила людей","votes.Наш край","votes.Народный контроль","votes.5.10","votes.Кличко","votes.Омельченко","votes.Монтян","votes.Думчев","votes.Балашов","votes.Богдан","votes.Мигаль","votes.Рябоконь","votes.Мамоян","votes.Шахов","votes.Мошенский","votes.Кобзарь","votes.Краснов","votes.Рычкова","votes.Микитась","votes.Власенко","votes.Блауш","votes.Фирсов","votes.Насалик","votes.Шевченко","votes.Тебешевская","votes.Гошовский","votes.Сикора","votes.Вилкул","votes.Семенченко","votes.Колесник","votes.Сова","votes.Левицкий","votes.Бойченко","votes.Бородин","votes.Тернавский","votes.Шекула","votes.Ярошенко","votes.Молодежь к власти","votes.Доверяй делам","votes.СДП","votes.Соколов","votes.Сухомлин","votes.Цимбалюк","votes.Атрошенко","votes.Казаков","votes.Грицишин","votes.Филатов","votes.Райкович","votes.Стрижаков","votes.Миколаенко","votes.Мангер","votes.Буряк","votes.Фролов","votes.Ефимов","votes.Панков","votes.Каспрук","votes.Михайлишин","votes.Вершина","votes.Терехов","votes.Моргунов","votes.Щербаковская","votes.Кошулинский","votes.Ефименко","votes.Дикий","votes.Малецкий","votes.Калашник","votes.Марцинкив","votes.Романюк","votes.Товстенюк","votes.Европейская партия","votes.Савченко","votes.Качур","votes.Ратушняк","votes.Андреев ","votes.Чубирко","votes.Бадида","votes.Волошин","votes.Иванян","votes.Поддубная","votes.Пилипенко","votes.Дроздова","votes.Головач","votes.Кавунник","votes.Плахотник","votes.Поруч","votes.Родной город","votes.Солидарность правых сил","votes.Надал","votes.Пастух","votes.Ландяк","votes.Блихар","votes.Вонс","votes.Пивторак","votes.Царик","votes.Кинаш","votes.Труханов","votes.Боровик","votes.Гурвиц","votes.Кивалов","votes.Фабрикант","votes.Вейдер","votes.Морская партия","votes.Кальцев","votes.Син","votes.Старух","votes.Новая политика","votes.Волонтерская партия","votes.Блок Дарта Вейдера","votes.Единство","votes.Решительные граждане","votes.Демократический альянс","votes.Гацько","votes.Корбан","votes.Ехануров","votes.Гражданская сила","votes.УГП","votes.НРУ","votes.Рух за реформы","votes.Кернес","votes.Ситенко","votes.Сапронов","votes.Балута","votes.Давтян","votes.Родзинский","votes.Швайка","votes.Меркулова","votes.Гирняк","votes.Добродомов","votes.Юринець","votes.Курячий","votes.Чеберда","votes.Чурило","votes.Леонов","votes.Бедей","votes.Копча","votes.Национальный корпус","votes.Хомко","votes.Якимец","votes.Муляренко","votes.Бучинский","votes.Кантарий","votes.Лащук","votes.Шинкаренко","votes.Заричнюк","votes.Цинко","votes.Аграрная партия","votes.Бабенко","votes.Светловский","votes.Крыжов","votes.Смалий","votes.Караманиц","votes.Милобог","votes.Партия ветеранов Афганистана","votes.Лысенко","votes.Епифанов","votes.Клочко","votes.Лантушенко","votes.Жук","votes.Крамченков","votes.Гринцов","votes.Гранатуров","votes.Дятлов","votes.Сенкевич","votes.Воронов","votes.Клименко","votes.Жело","votes.Губский","votes.Кроль","votes.Воля","votes.Социалисты","votes.Баляш","votes.Лях","votes.Зонтов","votes.Казацкий","votes.Третьяков","votes.Нечипоренко","votes.Табалов","votes.Атаманчук","votes.Санасарян","votes.Пузаков","votes.Михальонок","votes.Максюта","votes.ППУ","votes.Зинкевич","votes.Васюник","votes.Галасюк","votes.Тягнибок","votes.Яценюк","votes.Якимчук","votes.Мельничук","votes.Пургаш","votes.Кушнирик","votes.Козак","votes.Коломиец","votes.Кишлярук","votes.КПУ","votes.Гришин","votes.Завгородняя","votes.Пожидаев","votes.Зотов","votes.Кныш","votes.Бакай","votes.Гончарук","votes.Шаповалов","votes.Чепурной","votes.Синица","votes.Степаненко","votes.Дихтярь","votes.Подколзин","votes.Кумпан","votes.Чернышин","votes.Белоцерковская","votes.Самарский","votes.Фурман","votes.Бутков","votes.Пригеба","votes.Романенко","votes.Нова держава","votes.СДПУ(о)","votes.Булавка","votes.Крупский","votes.Шебанов ","votes.Закора","votes.Правый сектор","votes.За конкретные дела","votes.Фисак","votes.Старун","votes.Бычков","votes.Киселев","votes.Бовкун","votes.Лященко","votes.Кравец","votes.Наявко","votes.Рыбаков","votes.Сидоренко","votes.Минько","votes.Романов","votes.Чаппа","votes.Рябиков","votes.Андрос","votes.Метелица","votes.Искандеров","votes.Тихонов","votes.Житник","votes.Кириленко","votes.Волошенков","votes.Гройсман","votes.УДАР","votes.Саакашвили","votes.Коломойский","votes.Черкащани","votes.Партия вольных демократов","votes.Совесть Украины","votes.Одарыч","votes.Матковский","votes.Мамай","votes.Фельдман","votes.Зинькевич","votes.Степанов","votes.Коломак","votes.Кошляк","votes.Пономарь","votes.Муц","votes.Анушкевичус","votes.Кулинич","votes.Слободян","votes.А.Дятлов","votes.Найда","votes.Молодёжная партия Украины","votes.Мухтаров","votes.Хортив","votes.Денищенко","votes.Козюберда","votes.Маслов","votes.Рогалев","votes.Феленко","votes.Цибуля","votes.Татарченко","votes.Ярош","votes.Литвинов","votes.Бессонный","votes.Сергиенко","votes.Пучков","votes.Чиж","votes.Дебой","votes.Кизин","votes.Шелудченко","votes.Буравков","votes.Давиденко","votes.Сальдо","votes.Погребной","votes.Гордеев","votes.Дмитриев","votes.Яременко","votes.Богданов","votes.Опанащенко","votes.Силенков","votes.Новые лица","votes.Катеринчук","votes.Добкин","votes.Райнин","votes.Тигипко","votes.Симоненко","votes.Коба","votes.Бугайчук","votes.Левченко","votes.Блок В.Миколаенко","votes.Левая оппозиция","votes.Партия «Херсонцы»","votes.ЛПУ","votes.Гирин","votes.Самойлик","votes.Мочанов","votes.Ильенко","votes.Александровская","votes.Кожемяко","votes.Маринин","votes.Попов","votes.СПУ","votes.Куличенко","votes.Заяц","votes.Ступак","votes.Шабанов","votes.Скорик","votes.Киван","votes.Гончаренко","votes.Ильюк","votes.Исаков","votes.Кремень","votes.Садиков","votes.Казакова","votes.Бусенков","votes.Романовский","votes.Адамчук","votes.Березкин","votes.Онул","votes.Прокопенко","votes.Кравченко","votes.Гладкий","votes.Струк","votes.Кремечуцкий","votes.Коваленко","votes.Родина","votes.Момот","votes.Епифанцева","votes.Жолобецкий","votes.Арахамия","votes.Янцен","votes.Симченко","votes.Романчук","votes.Надоша","votes.Воля народу","votes.Шурма","votes.Бабурин","votes.Сабашук","votes.Карташов","votes.Самардак","votes.Артюшенко","votes.Пономарчук","votes.Мухин","votes.Березенко","votes.Зверев","votes.Андрейченко","votes.Мищенко","votes.Зуб","votes.Демьяненко","votes.Пармс","votes.Мельник","votes.Захорольский","votes.Лесничий","votes.Гузенко","votes.Матвийчук","votes.Чекита","votes.Гриневецкий","votes.Дануца","votes.Топчий","votes.Марковский","votes.Погребнюк","votes.Саинсус","votes.Луценко","votes.Емец","votes.Козырь","votes.Антощенко","votes.Ентин","votes.Токарь","votes.Матыцин","votes.Холод","votes.Алайбов","votes.Албу","votes.Азаров","votes.Дубенко","votes.Оробец","votes.Кисловский","votes.Кужель","votes.Пилипишин","votes.Макеенко","votes.Партия регионов","votes.Украина - Вперёд!","votes.Бондарчук","votes.Зеленая планета","votes.Национальный рух Д.Яроша","votes.Объединение правых партий","votes.Партия Вакарчука","votes.Блок Левых Сил","votes.Партия участников АТО","votes.Заступ","votes.Украина - единая страна","votes.Фронт перемен","votes.Центр","votes.Украинский выбор","votes.Наша Украина","votes.ПЗУ","votes.Народная партия","votes.ПСПУ","votes.Русский блок","votes.УП Собор","votes.Україна Майбутнього","votes.Зелёные","votes.Каплин","votes.Богомолец","votes.Ахметов","votes.Гриненко","votes.Цушко","votes.Царёв","votes.Парубий","votes.Медведчук","votes.Билецкий","votes.Наливайченко","votes.Янукович","votes.Ющенко","votes.Богословская","votes.Литвин","votes.Витренко"
,,,,,,,"Социологическая группа Рейтинг","18.08.2016 - 23.08.2016","2000","личное интервью","http://ratinggroup.ua/ru/research/ukraine/elektoralnye_nastroeniya_naseleniya_avgust_2016.html","10.5",,"5.2","2.6",,"1.8","6.3","6.6","3.2","7.4","13.00","25.20","16.30",,,,,,,,,,,,"2.2 %",,,,,"1.1","1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"ИАП, УИСИ, Социальный мониторинг","11.08.2016 - 16.08.2016","2016","личное интервью","http://interfax.com.ua/news/political/366680.html","10.6",,"7","3.8",,"2.5","7.4","6.6","3.7","7.1",,"20.20","16.20",,,,,,,,,,,,"2.2 %","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"ИАП, УИСИ, Социальный мониторинг","05.07.2016 - 16.07.2016","2010","личное интервью","http://www.ukrinform.ua/rubric-presentation/2054299-akimi-e-elektoralni-vpodobanna-ukrainciv.html#.V5D2UXz-cZg.facebook","17.9",,"13.8",,,"5.1","14.7","13.7","7.2","15",,,,,,,,,,,,,,,"2.2 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Центр социальных исследований «София»","29.06.2016 - 08.07.2016","2001","личное интервью","http://www.sofia.com.ua/page171.html","12.8",,"12.2","2.5",,"5.2","8.5","8.6","4.8","15.6","9.40",,"13.30","4.00",,,,,,,,,,,"2.2 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"GfK Ukraine по заказу интернет-холдинга «Обозреватель»","13.06.2016 - 28.06.2016","2000","личное интервью","http://obozrevatel.com/politics/61297-opros-vyiboryi.htm","11",,"4","4",,,"6","7","3","9","4.00","13.00","20.00","14.00",,,,,,,,,,,"2.2 %",,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Социологическая группа Рейтинг по заказу IRI","28.05.2016 - 14.06.2016","2400","личное интервью","http://ratinggroup.ua/ru/research/ukraine/opros_iri_demonstriruet_skepticizm_ukraincev_s_probleskami_nadezhdy.html","9",,"7","2",,"2","5","5","3","10","10.00","26.00","19.00",,,,,,,,,,,,"2.0 %",,,,,"1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Socio Streem AG","09.06.2016 - 27.06.2016","760","личное интервью","http://interfax.com.ua/news/political/353929.html","6.5",,"5.1",,,,"8.1","2.1","4","10.2","3.70","24.50","22.00","9.00",,,,,,,,,,,"3.6 %",,,,,"1.2","0.8",,,,"1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Украинский Институт Будушего","17.05.2016 - 31.05.2016","2000","личное интервью","https://www.facebook.com/UkrainianIF/photos/a.1112620262133401.1073741828.1096850307043730/1114535311941896/?type=3&theater","7.1",,"7.2",,,"5.2","6.7","6.4","4.4","5.6","4.10","17.30","31.50",,,,,,,,,,,,"2.3 %",,,,,,,"1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.7",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Киевский Международный Институт Социологии КМИС","20.05.2016 - 02.06.2016","2043","личное интервью","http://www.kiis.com.ua?lang=ukr&cat=reports&id=628&page=1","11.8",,"7","2.8",,"1.5","6","6","2.3","6.4","7.70","20.90","18.80","6.50",,,,,,,,,,,"3.3 %",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Фонд «Демократические инициативы» и Центр Разумкова","11.05.2016 - 16.05.2016","2016","личное интервью","http://dif.org.ua/ua/publications/press-relizy/fnvkjwolgvjrogj.htm","12",,"9.9","6",,"2.7","10.6","8.4","3.6","9.1","16.50",,"12.80","4.70",,,,,,,,,,,"2.3 %",,,,,,,,"1.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Центр Разумкова","22.04.2016 - 26.04.2016","2018","личное интервью","http://www.uceps.org/ukr/news.php?news_id=748","6.7",,"7.4",,,"3.8","8.3","6.2","3.2","9.2","11.00","21.90","17.30",,,,,,,,,,,,"2.3 %",,,,,,,,,,"1.7","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Центр социальных исследований «София»","16.04.2016 - 21.04.2016","1220","личное интервью","http://ukranews.com/news/207145.Batkivshchina-i-OB-vozglavili-reyting-politicheskih-simpatiy-ukraintsev.ru","10.2",,"8","2.4",,,"8.3","6.6","3.1","10.1",,,,,,,,,,,,,,,"3.0 %",,,,,"1.2","1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Центр социальных исследований «София»","16.04.2016 - 21.04.2016","1220","личное интервью","http://ukranews.com/news/207146.Uchastie-v-viborah-Saakashvili-obvalit-reytingi-Timoshenko-i-Poroshenko.ru","9.1",,"6.7",,,"7.5","8","6.1",,"9.7",,,,,,,,,,,,,,,"3.0 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"SocioStream AG","06.04.2016 - 12.04.2016","1203","личное интервью","http://www.slideshare.net/SocioStream/ukraine-research-aprile2016","10",,"5.3","2",,,"8.8","5.5","3.8","6.9","9.80","21.40","19.40",,,,,,,,,,,,,,,,,,"2.1",,,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Социологическая группа Рейтинг","18.02.2016 - 04.03.2016","2400","личное интервью","http://ratinggroup.ua/ru/research/ukraine/dinamika_obschestvenno-politicheskih_vzglyadov_v_ukraine_mart_2016.html","8",,"7","2",,"8","7","5","3","8","11.00","26.00","14.00",,,,,,,,,,,,"2.0 %",,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Социологическая группа Рейтинг","18.02.2016 - 04.03.2016","2400","личное интервью","http://ratinggroup.ua/ru/research/ukraine/dinamika_obschestvenno-politicheskih_vzglyadov_v_ukraine_mart_2016.html","9",,"7","3",,,"8","5","4","8","10.00","27.00","16.00",,,,,,,,,,,,"2.0 %",,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
